building_age,BuildingType,floor_surface,has_third_use,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,ratio_build,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),sum_energy_use,sum_types_use,ThirdLargestPropertyUseTypeGFA,total_ty_gfa,use_steam
36,NonResidential,52613.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,1061458.25,2,1,0.0,59504.0,0
76,NonResidential,56608.0,0,GREATER DUWAMISH,1.0,1,Other,1.0,11520.0,5094197.0,2,2,0.0,56860.0,0
63,NonResidential,104099.0,1,GREATER DUWAMISH,1.0,1,Refrigerated Warehouse,1.0,4099.0,17695420.0,2,3,0.0,104099.0,0
13,NonResidential,58184.0,0,NORTHWEST,1.0,1,Supermarket / Grocery Store,0.8719579265777533,0.0,14715262.0,2,2,0.0,51722.0,0
36,NonResidential,58480.0,0,NORTH,1.0,1,Supermarket / Grocery Store,1.0,0.0,11054535.0,2,1,0.0,44431.0,0
11,NonResidential,56116.666666666664,1,LAKE UNION,1.0,6,Large Office,0.6293436293436293,4569.0,9058916.0,1,3,0.0,222546.0,0
20,NonResidential,66002.0,0,LAKE UNION,1.0,4,Retail Store,0.39398048543983516,0.0,9937707.0,2,1,0.0,98863.0,0
102,NonResidential,31110.0,1,CENTRAL,1.0,2,Small- and Mid-Sized Office,1.0,13780.0,5444253.5,2,3,1324.0,75780.0,0
46,NonResidential,65430.0,0,GREATER DUWAMISH,1.0,1,Small- and Mid-Sized Office,1.0,8142.0,3181045.5,2,2,0.0,68874.0,0
10,NonResidential,34096.666666666664,0,NORTHEAST,1.0,3,Large Office,0.5851011829113305,18575.0,6062770.5,2,2,0.0,102290.0,0
90,NonResidential,26668.0,0,CENTRAL,1.0,3,Other,1.0,0.0,12232124.0,1,1,0.0,74864.0,0
25,NonResidential,161958.0,0,GREATER DUWAMISH,1.0,2,Warehouse,1.0,60388.0,8024064.5,2,2,0.0,323916.0,0
84,NonResidential,21718.0,1,GREATER DUWAMISH,1.0,14,Mixed Use Property,1.0,156487.0,21027396.0,2,3,84051.89844,459456.89844,0
38,NonResidential,21346.25,1,LAKE UNION,1.0,4,Small- and Mid-Sized Office,0.6344791239679101,25525.0,4855036.5,1,3,2875.0,78635.0,0
27,NonResidential,49012.0,0,GREATER DUWAMISH,1.0,2,Distribution Center,1.0,33712.0,1988334.5,2,2,0.0,97608.0,0
88,NonResidential,65000.0,1,LAKE UNION,1.0,1,Mixed Use Property,0.7692307692307693,15000.0,2603931.25,2,3,10000.0,45000.0,0
26,NonResidential,28914.6,0,LAKE UNION,1.0,5,Large Office,0.5391947320730703,66650.0,5135040.0,1,2,0.0,145171.0,0
66,NonResidential,151406.0,0,NORTH,1.0,2,Retail Store,1.0,0.0,7290824.5,2,1,0.0,302812.0,0
42,NonResidential,17280.0,0,NORTHWEST,1.0,5,Small- and Mid-Sized Office,1.0,0.0,9080022.0,2,1,0.0,78200.0,0
47,NonResidential,49269.5,0,North,0.0,2,Other,1.0,0.0,5450441.5,2,1,0.0,98539.0,0
35,NonResidential,14413.833333333334,0,NORTHWEST,1.0,6,Small- and Mid-Sized Office,1.0,0.0,6361236.5,1,2,0.0,86483.0,0
40,NonResidential,51600.0,0,DELRIDGE,1.0,1,Distribution Center,1.0,17200.0,1124543.125,2,2,0.0,51600.0,0
48,NonResidential,140520.0,0,DELRIDGE,1.0,1,Warehouse,1.0,0.0,2225512.0,2,1,0.0,140520.0,0
30,NonResidential,30805.8,0,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,0.5950113290354414,66288.0,4636396.5,2,2,0.0,157933.0,0
11,NonResidential,53929.666666666664,0,NORTHWEST,1.0,3,Other,0.4317598847882118,69854.0,6963616.5,2,2,0.0,161789.0,0
11,NonResidential,21303.0,0,NORTHWEST,1.0,3,Medical Office,1.0,3239.0,4765753.5,1,2,0.0,63909.0,0
68,NonResidential,26736.0,0,NORTHWEST,1.0,2,Warehouse,1.0,10033.0,971155.625,2,2,0.0,56879.0,0
36,NonResidential,50417.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1847401.0,2,1,0.0,50417.0,0
116,NonResidential,43728.0,0,DOWNTOWN,1.0,1,Restaurant,1.0,0.0,11508035.0,1,1,0.0,43728.0,0
55,NonResidential,44432.666666666664,0,NORTHWEST,1.0,3,Medical Office,1.0,0.0,15640994.0,2,1,0.0,133298.0,0
51,NonResidential,84309.5,0,NORTH,1.0,2,Retail Store,1.0,0.0,6455828.5,2,1,0.0,173106.0,0
14,NonResidential,50365.4,1,LAKE UNION,0.0,5,Mixed Use Property,0.550016479567322,84000.0,47102428.0,2,3,84000.0,281318.0,0
16,NonResidential,43971.25,0,LAKE UNION,1.0,4,Large Office,0.5941382153111407,71390.0,6486377.5,1,2,0.0,175360.0,0
47,NonResidential,52393.0,0,GREATER DUWAMISH,1.0,2,Warehouse,1.0,0.0,1028376.875,2,1,0.0,104786.0,0
16,NonResidential,53040.0,0,GREATER DUWAMISH,1.0,1,Other,0.21568627450980393,0.0,1770027.5,2,1,0.0,51427.0,0
43,NonResidential,110689.0,0,GREATER DUWAMISH,0.0,1,Other,1.0,0.0,2339814.25,2,1,0.0,110689.0,0
68,NonResidential,53620.0,0,GREATER DUWAMISH,1.0,1,Small- and Mid-Sized Office,1.0,0.0,2058955.25,2,1,0.0,53620.0,0
78,NonResidential,50008.0,0,GREATER DUWAMISH,1.0,1,Small- and Mid-Sized Office,1.0,0.0,3202213.0,2,1,0.0,50008.0,0
7,NonResidential,72794.0,0,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,0.65596065609803,111198.0,6657348.5,2,2,0.0,305872.0,0
59,NonResidential,50832.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,6912.0,2551022.25,2,2,0.0,50832.0,0
45,NonResidential,76354.0,0,GREATER DUWAMISH,1.0,1,Refrigerated Warehouse,1.0,0.0,2843033.5,2,1,0.0,76486.0,0
60,NonResidential,98480.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,2831565.5,2,1,0.0,98480.0,0
112,NonResidential,26501.0,1,LAKE UNION,1.0,2,Mixed Use Property,1.0,27427.0,3441643.25,2,3,18130.0,77159.0,0
8,NonResidential,58639.333333333336,1,LAKE UNION,1.0,3,Mixed Use Property,0.7088529883241056,58218.0,22530168.0,2,3,30230.0,155185.0,0
96,NonResidential,56595.0,0,LAKE UNION,1.0,3,Other,0.624336661071355,63782.0,19155416.0,2,2,0.0,169785.0,0
45,NonResidential,11338.272727272728,1,LAKE UNION,1.0,11,Large Office,1.0,15600.0,13898181.0,2,3,12000.0,135194.0,0
46,NonResidential,13428.857142857143,0,LAKE UNION,1.0,7,Small- and Mid-Sized Office,1.0,31348.0,5662234.0,1,2,0.0,125253.0,0
42,NonResidential,93020.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1252323.875,1,1,0.0,93020.0,0
70,NonResidential,23000.0,0,DOWNTOWN,1.0,1,Other,1.0,2689.600098,711118.375,2,2,0.0,22999.600098,0
14,NonResidential,61053.0,0,SOUTHEAST,1.0,1,Supermarket / Grocery Store,1.0,0.0,13133225.0,2,2,0.0,54434.0,0
103,NonResidential,22022.714285714286,0,DOWNTOWN,5.0,7,Large Office,1.0,0.0,11195917.0,2,1,0.0,193154.0,0
112,NonResidential,15784.0,0,DOWNTOWN,1.0,5,Small- and Mid-Sized Office,1.0,0.0,2830674.75,1,1,0.0,78564.0,0
110,NonResidential,14205.714285714286,0,DOWNTOWN,1.0,7,Small- and Mid-Sized Office,1.0,23857.0,6606832.5,2,2,0.0,88945.0,0
109,NonResidential,12210.0,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,1.0,0.0,2853189.5,1,1,0.0,63871.0,0
116,NonResidential,17454.25,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,1.0,26039.0,2178074.5,3,2,0.0,60686.0,1
116,NonResidential,21187.5,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,1.0,28734.0,2094724.625,2,2,0.0,70343.0,0
116,NonResidential,12582.666666666666,1,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,0.8235668114867013,9739.0,3570161.75,1,3,4689.0,60227.0,0
116,NonResidential,41095.0,0,DOWNTOWN,1.0,4,Large Office,1.0,20795.0,7655751.0,3,2,0.0,144402.0,1
109,NonResidential,22940.0,0,DOWNTOWN,1.0,7,Large Office,1.0,0.0,4336187.5,3,1,0.0,160580.0,1
107,NonResidential,12245.0,1,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,1.0,9477.0,3212269.0,1,3,9477.0,66099.0,0
110,Nonresidential COS,22585.0,1,DOWNTOWN,1.0,3,Other,1.0,19705.0,1904480.0,1,3,11988.0,65340.0,0
106,NonResidential,18900.0,1,GREATER DUWAMISH,1.0,3,Mixed Use Property,1.0,18050.0,2371575.0,2,3,12400.0,56700.0,0
94,NonResidential,82852.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,23282.0,2153603.5,2,2,0.0,81754.0,0
63,NonResidential,38221.0,1,GREATER DUWAMISH,1.0,2,Other,1.0,18000.0,3978277.0,2,3,7604.0,76104.0,0
54,NonResidential,46396.0,0,GREATER DUWAMISH,1.0,2,Distribution Center,1.0,13435.0,3155496.0,2,2,0.0,98778.0,0
75,NonResidential,62759.5,0,GREATER DUWAMISH,2.0,2,Other,1.0,0.0,2244317.0,1,1,0.0,142901.0,0
116,NonResidential,32250.0,0,GREATER DUWAMISH,1.0,4,Large Office,0.8,0.0,4374646.0,1,1,0.0,104869.0,0
62,NonResidential,78814.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,861972.875,2,1,0.0,78814.0,0
112,NonResidential,14742.5,1,GREATER DUWAMISH,1.0,4,Small- and Mid-Sized Office,1.0,11600.0,1776411.75,2,3,7000.0,58470.0,0
106,NonResidential,12600.0,1,GREATER DUWAMISH,1.0,6,Distribution Center,0.8571428571428571,10500.0,2688675.75,1,3,6000.0,67540.0,0
109,NonResidential,14067.5,1,GREATER DUWAMISH,1.0,4,Distribution Center,1.0,9270.0,1056782.125,1,3,4116.0,53270.0,0
112,NonResidential,16710.5,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,1.0,10514.0,5608600.5,2,2,0.0,53636.0,0
107,NonResidential,12548.0,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,0.8565508447561364,10918.0,2891605.0,2,2,0.0,76426.0,0
112,NonResidential,26331.714285714286,0,DOWNTOWN,1.0,7,Large Office,1.0,406.0,9722890.0,1,2,0.0,184322.0,0
7,NonResidential,41121.857142857145,0,DOWNTOWN,1.0,7,Large Office,1.0,12102.0,25567108.0,2,2,0.0,285914.0,0
102,NonResidential,32256.0,0,GREATER DUWAMISH,1.0,2,Small- and Mid-Sized Office,1.0,0.0,5968153.5,2,1,0.0,63000.0,0
7,NonResidential,47666.666666666664,1,GREATER DUWAMISH,1.0,6,Mixed Use Property,0.6091818181818182,108747.0,63835192.0,2,3,49271.0,269792.0,0
90,NonResidential,20578.571428571428,0,GREATER DUWAMISH,1.0,7,Warehouse,1.0,0.0,3929371.0,2,1,0.0,144050.0,0
86,NonResidential,20197.333333333332,0,GREATER DUWAMISH,1.0,3,Small- and Mid-Sized Office,1.0,0.0,5049446.5,2,1,0.0,60384.0,0
104,NonResidential,230159.83333333334,1,GREATER DUWAMISH,0.0,6,Large Office,1.0,281296.0,74130576.0,2,3,220303.0,1502329.0,0
23,NonResidential,107930.0,0,GREATER DUWAMISH,1.0,1,Retail Store,1.0,0.0,7221482.5,2,1,0.0,107704.0,0
90,NonResidential,99084.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1618110.375,2,1,0.0,99084.0,0
63,NonResidential,72719.0,0,Delridge,1.0,1,Distribution Center,1.0,0.0,2581741.75,2,1,0.0,72719.0,0
86,NonResidential,19156.0,0,EAST,0.0,4,Small- and Mid-Sized Office,1.0,0.0,2773647.5,2,1,0.0,76624.0,0
15,NonResidential,15284.333333333334,1,NORTHEAST,1.0,6,Small- and Mid-Sized Office,0.6010838985453515,34701.0,8570571.0,1,3,3724.0,91706.0,0
8,NonResidential,25818.6,1,LAKE UNION,1.0,5,Medical Office,0.6909050064682051,37652.0,19248732.0,2,3,5615.0,132398.0,0
25,NonResidential,27621.2,0,DELRIDGE,1.0,5,Large Office,0.8825467394609937,16221.0,8381834.5,1,2,0.0,135304.0,0
43,NonResidential,56572.0,0,GREATER DUWAMISH,1.0,1,Retail Store,1.0,0.0,2409429.0,2,1,0.0,56576.0,0
12,NonResidential,0.0,0,EAST,1.0,0,Medical Office,1.0,0.0,20560622.0,2,1,0.0,200184.0,1
10,NonResidential,0.0,1,DOWNTOWN,0.0,0,Mixed Use Property,1.0,340236.0,39403320.0,2,3,67627.0,793059.0,0
16,NonResidential,28410.18181818182,1,DOWNTOWN,1.0,11,Large Office,1.0,4738.0,25747022.0,2,3,4462.0,312512.0,0
11,NonResidential,37926.52380952381,1,DOWNTOWN,1.0,42,Large Office,1.0,348788.0,56498868.0,3,3,303910.0,1567530.0,1
90,NonResidential,16286.666666666666,1,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,1.0,11999.0,2478025.25,1,3,9713.0,73593.0,0
31,NonResidential,42250.3,0,EAST,1.0,10,Medical Office,0.5110567262244292,0.0,17254810.0,2,1,0.0,197408.0,1
29,NonResidential,13500.0,0,CENTRAL,1.0,7,Medical Office,1.0,0.0,5792926.0,1,1,0.0,113739.0,0
11,NonResidential,94713.0,0,DELRIDGE,0.0,1,Retail Store,1.0,0.0,5417598.0,2,1,0.0,109758.0,0
8,NonResidential,33655.77777777778,0,EAST,1.0,9,Medical Office,0.6654297429531664,86270.0,14751117.0,2,2,0.0,287635.0,0
43,NonResidential,16837.42105263158,0,EAST,1.0,19,Medical Office,0.5110921475035244,69171.0,15067340.0,2,2,0.0,239898.0,1
116,NonResidential,34253.5,0,DOWNTOWN,1.0,6,Large Office,1.0,28643.0,8138616.5,3,2,0.0,143562.0,1
116,NonResidential,9450.0,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,1.0,10500.0,3065954.5,1,2,0.0,56500.0,0
91,NonResidential,18000.0,0,GREATER DUWAMISH,1.0,4,Small- and Mid-Sized Office,1.0,0.0,2729167.75,2,1,0.0,72000.0,0
16,NonResidential,47786.5,0,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,0.50356272168918,80000.0,5101504.5,1,2,0.0,183000.0,0
15,NonResidential,22921.0,1,DELRIDGE,1.0,3,Other,0.8323662434739613,11527.0,9029489.0,2,3,0.0,61527.0,0
22,NonResidential,102133.0,0,SOUTHEAST,3.0,1,Other,1.0,0.0,20725996.0,2,2,0.0,107427.0,0
8,NonResidential,25860.428571428572,1,DOWNTOWN,1.0,14,Large Office,1.0,97874.0,15725581.0,2,3,3534.0,333851.0,0
22,NonResidential,40668.0,0,MAGNOLIA / QUEEN ANNE,3.0,2,Other,1.0,0.0,13085297.0,2,1,0.0,81385.0,0
15,NonResidential,23431.869565217392,0,DOWNTOWN,1.0,23,Large Office,1.0,122821.0,16020642.0,1,2,0.0,489375.0,0
33,NonResidential,45997.0,0,DOWNTOWN,1.0,6,Other,0.2857142857142857,78852.0,5233553.5,1,2,0.0,275892.0,0
34,NonResidential,19733.6,0,MAGNOLIA / QUEEN ANNE,1.0,5,Small- and Mid-Sized Office,1.0,0.0,4391348.0,1,1,0.0,98668.0,0
9,NonResidential,158931.0,1,GREATER DUWAMISH,1.0,1,Large Office,0.821425650124897,34302.0,8751704.0,2,3,26937.0,141396.0,0
38,NonResidential,105100.0,0,MAGNOLIA / QUEEN ANNE,1.0,1,Large Office,1.0,0.0,22078064.0,2,1,0.0,105100.0,0
8,NonResidential,57176.0,1,MAGNOLIA / QUEEN ANNE,1.0,1,Supermarket / Grocery Store,1.0,15000.0,12525174.0,0,3,5500.0,60000.0,0
38,NonResidential,50660.0,0,MAGNOLIA / QUEEN ANNE,1.0,1,Retail Store,1.0,0.0,2661488.0,2,1,0.0,50660.0,0
79,NonResidential,30964.5,0,MAGNOLIA / QUEEN ANNE,1.0,2,Small- and Mid-Sized Office,1.0,0.0,2203026.5,2,1,0.0,39879.0,0
16,NonResidential,41277.75,1,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,0.66689075833833,55000.0,25478086.0,1,3,5444.0,165111.0,0
16,NonResidential,32387.75,1,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,0.6719438676660157,42500.0,27137190.0,1,3,4778.0,129551.0,0
91,NonResidential,6855.0,0,DOWNTOWN,1.0,3,Small- and Mid-Sized Office,1.0,0.0,802312.5,1,1,0.0,20565.0,0
16,NonResidential,31987.4,0,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,0.6500434546102528,50258.0,7857972.5,1,2,0.0,156707.0,0
8,NonResidential,36792.8,1,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,0.7458035267769781,46763.0,14856199.0,1,3,3750.0,183964.0,0
30,NonResidential,41642.0,0,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,0.6213054128043802,78848.0,5514308.5,2,2,0.0,188826.0,0
30,NonResidential,39640.857142857145,1,DOWNTOWN,1.0,7,Large Office,0.7106772954311209,87624.0,12729858.0,1,3,14653.0,280902.0,0
23,NonResidential,62376.666666666664,1,DOWNTOWN,1.0,3,Large Office,1.0,9581.0,10053489.0,1,3,4413.0,185777.0,0
16,NonResidential,50208.8,0,DOWNTOWN,1.0,5,Large Office,0.530492662640812,12717.0,17186624.0,1,2,0.0,138935.0,0
104,NonResidential,30866.0,0,DOWNTOWN,1.0,5,Warehouse,1.0,0.0,1262235.25,1,1,0.0,95330.0,0
98,NonResidential,18040.833333333332,1,DOWNTOWN,1.0,6,Large Office,0.8642893436186428,14621.0,4515180.5,2,3,12359.0,91035.0,1
111,NonResidential,27976.666666666668,1,DOWNTOWN,1.0,6,Large Office,1.0,19801.0,6797647.0,1,3,634.0,130805.0,0
106,NonResidential,18760.0,0,DOWNTOWN,1.0,6,Large Office,1.0,16080.0,4946798.5,2,2,0.0,96480.0,0
106,NonResidential,14367.333333333334,0,DOWNTOWN,1.0,6,Retail Store,1.0,13534.0,3241917.0,2,2,0.0,81204.0,0
31,Nonresidential COS,72579.0,1,GREATER DUWAMISH,1.0,2,Warehouse,1.0,48544.0,8384523.0,2,3,10270.0,160447.0,0
65,NonResidential,56448.0,0,GREATER DUWAMISH,1.0,2,Large Office,1.0,57500.0,10287986.0,2,2,0.0,168246.0,0
56,NonResidential,110613.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,11061.0,1015060.188,1,2,0.0,110612.0,0
65,NonResidential,37470.25,0,GREATER DUWAMISH,1.0,4,Warehouse,1.0,30288.0,2417401.25,2,2,0.0,149881.0,0
65,NonResidential,32740.0,0,GREATER DUWAMISH,1.0,3,Warehouse,1.0,0.0,6468090.0,2,1,0.0,129420.0,0
46,NonResidential,84420.0,1,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,24838.0,2848317.25,1,3,12349.0,81487.0,0
55,NonResidential,73335.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,5197118.0,2,2,0.0,73335.0,0
88,NonResidential,28438.0,1,GREATER DUWAMISH,1.0,2,Distribution Center,1.0,4276.0,1791715.625,2,3,4200.0,56876.0,0
85,NonResidential,30600.0,0,GREATER DUWAMISH,1.0,2,Warehouse,1.0,0.0,4912143.0,2,1,0.0,61200.0,0
29,NonResidential,111908.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,1555420.25,2,1,0.0,109090.0,0
30,NonResidential,31822.0,0,GREATER DUWAMISH,3.0,2,Other,1.0,0.0,6858533.5,2,2,0.0,65700.0,0
86,NonResidential,54376.5,1,GREATER DUWAMISH,3.0,2,Mixed Use Property,0.8265794966575635,24338.0,3639670.25,1,3,18864.0,101807.0,0
46,NonResidential,141890.0,1,NORTHWEST,1.0,1,Supermarket / Grocery Store,0.7494890408062583,0.0,16865978.0,2,3,0.0,168735.0,0
15,NonResidential,23023.0,0,BALLARD,1.0,4,Small- and Mid-Sized Office,0.7713699344134127,0.0,4817062.0,1,1,0.0,70074.0,0
42,NonResidential,18753.0,1,MAGNOLIA / QUEEN ANNE,0.0,3,Warehouse,1.0,20962.0,2346571.5,2,3,3715.0,56259.0,0
10,NonResidential,23906.5,0,NORTHEAST,1.0,6,Other,1.0,23869.0,25631512.0,2,2,0.0,143439.0,0
8,NonResidential,50655.75,1,LAKE UNION,1.0,4,Large Office,0.5614762391238902,31992.0,8873485.0,1,3,6374.0,143572.0,0
16,NonResidential,38587.0,0,LAKE UNION,1.0,2,Small- and Mid-Sized Office,0.6656905175318112,0.0,5481549.0,1,1,0.0,77174.0,0
18,NonResidential,22104.8,1,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,1.0,8634.0,6859198.0,1,3,0.0,107415.0,0
8,NonResidential,57444.8,1,LAKE UNION,1.0,5,Mixed Use Property,0.6391318274238922,88051.0,21042926.0,2,3,54106.0,239657.0,0
17,NonResidential,28937.0,0,LAKE UNION,1.0,4,Laboratory,0.841189480595777,0.0,36436388.0,2,1,0.0,97365.0,0
16,NonResidential,34553.57142857143,0,MAGNOLIA / QUEEN ANNE,1.0,7,Large Office,0.6498645994832042,83425.0,8655604.0,2,2,0.0,246507.0,0
42,NonResidential,20586.0,0,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,0.8181288254153308,15164.0,4750799.0,2,2,0.0,104239.0,0
114,NonResidential,25631.0,1,DOWNTOWN,1.0,3,Small- and Mid-Sized Office,1.0,33380.0,12029600.0,2,3,15845.0,139570.0,0
41,NonResidential,18750.0,0,DOWNTOWN,1.0,8,Large Office,0.8424666666666667,23913.0,9343428.0,2,2,0.0,150561.0,0
63,NonResidential,39194.57142857143,0,DOWNTOWN,1.0,7,Large Office,1.0,0.0,16540550.0,2,1,0.0,274362.0,0
33,NonResidential,25200.133333333335,0,DOWNTOWN,1.0,15,Large Office,0.6923825799863493,71602.0,17750994.0,2,2,0.0,341839.0,0
53,NonResidential,15365.454545454546,1,DOWNTOWN,1.0,11,Large Office,1.0,10337.0,11480494.0,3,3,8208.0,174959.0,1
35,NonResidential,13012.272727272728,0,DOWNTOWN,1.0,33,Other,1.0,210409.0,274682208.0,2,2,0.0,429406.0,0
31,NonResidential,25687.105263157893,0,DOWNTOWN,1.0,76,Large Office,0.8363913903146162,319368.0,92937640.0,2,2,0.0,2000305.0,0
35,NonResidential,20185.0,1,DOWNTOWN,1.0,19,Large Office,0.7659074612466266,84800.0,15878689.0,1,3,18799.0,416041.0,0
91,NonResidential,20218.555555555555,1,DOWNTOWN,1.0,18,Medical Office,0.920672429616359,27597.0,22104512.0,3,3,21519.0,330714.0,1
87,NonResidential,19730.0,0,DOWNTOWN,1.0,4,Retail Store,1.0,0.0,8303666.5,2,1,0.0,78920.0,0
37,NonResidential,18734.714285714286,0,DOWNTOWN,1.0,7,Large Office,0.3353819876013207,10853.0,5177270.5,2,2,0.0,131101.0,0
17,NonResidential,0.0,1,DOWNTOWN,1.0,0,Other,1.0,100000.0,46510960.0,1,3,80000.0,741684.0,0
108,NonResidential,13880.0,1,EAST,1.0,4,Mixed Use Property,1.0,15300.0,3686962.25,2,3,13400.0,45820.0,0
108,NonResidential,13299.8,0,DOWNTOWN,1.0,10,Large Office,1.0,0.0,3775187.5,2,2,0.0,138257.0,1
76,NonResidential,27706.0,0,DOWNTOWN,1.0,3,Retail Store,1.0,0.0,2443141.5,2,1,0.0,45000.0,0
92,NonResidential,25851.666666666668,0,DOWNTOWN,1.0,3,Retail Store,1.0,0.0,7802205.5,2,1,0.0,73563.0,0
107,NonResidential,8536.333333333334,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,1.0,7044.0,2886141.5,1,2,0.0,51957.0,0
46,NonResidential,16868.344827586207,1,DOWNTOWN,1.0,29,Large Office,1.0,65451.0,36378588.0,2,3,9295.0,446196.0,0
87,NonResidential,8021.148148148148,1,DOWNTOWN,1.0,27,Large Office,0.938495920506439,13320.0,16246106.0,3,3,6246.0,202170.0,1
95,NonResidential,14551.923076923076,0,DOWNTOWN,1.0,13,Large Office,1.0,12645.0,19036416.0,1,2,0.0,164385.0,0
18,NonResidential,22600.23076923077,0,DOWNTOWN,1.0,13,Large Office,0.7464933986378628,70603.0,17074142.0,1,2,0.0,216094.0,0
106,NonResidential,17479.428571428572,1,DOWNTOWN,1.0,7,Large Office,1.0,15523.0,4585070.5,2,3,182.0,111647.0,0
95,NonResidential,17432.666666666668,0,DOWNTOWN,1.0,3,Small- and Mid-Sized Office,1.0,0.0,1968655.125,1,1,0.0,50250.0,0
105,NonResidential,6861.176470588235,1,DOWNTOWN,1.0,17,Large Office,1.0,6561.0,6758565.5,2,3,6333.0,94947.0,1
35,NonResidential,29739.404761904763,1,DOWNTOWN,1.0,42,Large Office,0.8389814699913134,296815.0,37980712.0,1,3,12941.0,1293453.0,0
28,NonResidential,37667.8,0,EAST,1.0,5,Medical Office,0.4726848926669463,67000.0,8523594.0,2,2,0.0,148873.0,0
100,NonResidential,30061.0,0,CENTRAL,1.0,2,University,1.0,0.0,690529.5,2,2,0.0,60122.0,0
106,NonResidential,15833.333333333334,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,0.8557894736842105,8474.0,4052720.0,2,2,0.0,92955.0,0
45,NonResidential,24984.11111111111,0,DOWNTOWN,1.0,9,Large Office,1.0,0.0,15272491.0,2,1,0.0,204993.0,1
18,NonResidential,55782.625,0,DOWNTOWN,1.0,8,Large Office,0.7203699180524402,114237.0,13568148.0,1,2,0.0,457637.0,0
77,NonResidential,29246.0,0,GREATER DUWAMISH,1.0,2,Other,1.0,0.0,1594422.5,2,1,0.0,58500.0,0
109,NonResidential,10395.0,0,GREATER DUWAMISH,1.0,6,Small- and Mid-Sized Office,1.0,10408.0,4353025.0,1,2,0.0,59881.0,0
56,NonResidential,73296.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,2356376.75,2,2,0.0,77800.0,0
72,Nonresidential COS,24780.5,0,GREATER DUWAMISH,1.0,4,Other,1.0,49086.0,14469228.0,2,2,0.0,99122.0,0
31,NonResidential,66133.0,1,GREATER DUWAMISH,1.0,1,Other,1.0,13805.0,6345009.5,2,3,2408.0,77000.0,0
64,NonResidential,57834.0,1,GREATER DUWAMISH,1.0,2,Warehouse,1.0,8068.0,3534690.75,2,3,4270.0,114090.0,0
46,NonResidential,141686.0,0,GREATER DUWAMISH,1.0,1,Other,1.0,0.0,6673138.0,1,1,0.0,152511.0,0
66,NonResidential,93610.0,0,GREATER DUWAMISH,1.0,1,Small- and Mid-Sized Office,1.0,502.0,6235947.0,2,2,0.0,101780.0,0
43,NonResidential,78094.0,0,GREATER DUWAMISH,1.0,2,Large Office,1.0,0.0,6843855.0,2,2,0.0,141917.0,0
50,NonResidential,115620.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1951856.25,1,1,0.0,56900.0,0
41,NonResidential,47629.6,1,GREATER DUWAMISH,1.0,5,Large Office,1.0,5616.0,10775646.0,1,3,5616.0,256472.0,0
47,NonResidential,71718.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,151754.2969,1,1,0.0,71718.0,0
47,NonResidential,55450.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,21244.0,4345698.0,2,2,0.0,55450.0,0
37,NonResidential,54880.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,2763597.0,2,1,0.0,55000.0,0
